file name,cytoplasmic condensate density,cytoplasmic dilute density,cytoplasmic partition coefficient
20250424_10ntABr 4arm_NucDFHBI40uM_20-40_2_1.tif,707.8047561824046,87.91454545454546,8.051054038018789
20250424_10ntABr 4arm_NucDFHBI40uM_20-40_2_2.tif,1342.5919831883928,95.28090909090909,14.090881331824862
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample1_2_1.tif,726.0778528989961,74.07,9.80259015659506
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample1_2_2_2 cells.tif,1470.5347703599361,104.48272727272727,14.074429417615175
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample1_2_3.tif,764.9973534971645,77.49727272727273,9.87128096996822
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample1_3_1_2 cells discard dead cell.tif,1050.2919727177334,65.12246431254695,16.12795191037291
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample1_3_2.tif,442.0939814814815,60.796393688955675,7.2717139069680155
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample1_3_3.tif,789.1270083384177,94.22454545454545,8.374962219574705
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample1_3_4.tif,462.8930005381017,92.80181818181818,4.987973399736603
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample1_3_5.tif,529.780106400129,55.70909090909091,9.509760395563672
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample2_1_1.tif,1197.7571610969246,72.66181818181818,16.483996561988505
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample2_1_2_2 cells.tif,1416.2172657316373,62.013523666416226,22.837232622835103
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample2_1_3.tif,1326.9823666369923,81.53181818181818,16.275638103369477
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample2_1_4.tif,1219.8168607959935,63.45545454545454,19.223199479600478
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample2_2_1.tif,474.57376819708844,65.24363636363637,7.273870597157469
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample2_2_2.tif,762.8541085731237,65.78727272727272,11.59577038153879
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample2_2_3.tif,767.0827606375201,66.10272727272728,11.604404118950834
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample2_3_1.tif,1244.4157312644438,78.00272727272727,15.953490022387193
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample2_3_2.tif,1438.8176138324343,61.50636363636364,23.392987794547167
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample2_3_3_4 cells.tif,1141.2800479492587,59.96694214876033,19.031819983718343
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample2_3_4_4 cellls_one mitosis.tif,1257.3098386547335,51.35612321562735,24.48217972715164
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample2_3_5_2 cells.tif,1226.9928119463427,111.93636363636364,10.96152110079572
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample3_1_1.tif,802.4700594844679,66.05334335086401,12.148818194135682
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample3_1_2_2 cells.tif,416.634423340513,58.6,7.10980244608384
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample3_1_3_2 cells.tif,484.56845554629336,62.72501878287002,7.725281952065788
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample3_1_4.tif,413.0681355526284,61.57818181818182,6.708027475904855
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample3_2_1_4 cells.tif,502.02412280701753,67.38454545454546,7.450137407926275
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample3_2_2_3 cells.tif,729.2096542855729,65.00636363636363,11.217511847988732
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample3_2_3_2 cells.tif,581.8585686465433,82.41909090909091,7.05975475133958
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample3_3_1.tif,662.6134265483553,71.25272727272727,9.299481604572595
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample3_3_2.tif,680.6135123793538,64.33818181818182,10.578687385085756
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample3_3_3.tif,564.1690320749361,69.15545454545455,8.157983137889994
20250424_10ntABr_4arm_NucDFHBI40uM_20-40_sample3_3_4.tif,680.6927957699934,61.24727272727273,11.113846632829553
